year,state_po,Dem_candidate,Repub_candidate,Repub%of_two-party_vote,state,Dem_cfscore,Repub_cfscore,state enviro,Natl_enviro,Inflation,Natl_unempl
2010,SC,ALVIN M. GREENE,JIM DEMINT,0.6898012453961266,SOUTH CAROLINA,,1.12071476073225,8.0,6.8,1.64,9.63
2010,UT,SAM F. GRANATO,MIKE LEE,0.6527443469441351,UTAH,-0.746967833883065,1.18835065887573,18.0,6.8,1.64,9.63
2010,VT,PATRICK J. LEAHY,LEN BRITTON,0.32457808732922583,VERMONT,-0.931298699703018,1.17974555565735,-15.0,6.8,1.64,9.63
2010,WA,PATTY MURRAY,DINO ROSSI,0.47635174151186693,WASHINGTON,-1.18000467376656,1.22200180397608,-5.0,6.8,1.64,9.63
2012,AZ,RICHARD CARMONA,JEFF FLAKE,0.5158605865766401,ARIZONA,-1.25486247945712,1.16222577397845,7.0,-1.2,2.07,8.07
2012,CA,DIANNE FEINSTEIN,ELIZABETH EMKEN,0.374757155278554,CALIFORNIA,-0.949978581188515,1.04791443455786,-10.0,-1.2,2.07,8.07
2012,CT,CHRISTOPHER S. MURPHY,LINDA E. MCMAHON,0.43259141699199744,CONNECTICUT,-1.40187989744759,0.830443186196054,-7.0,-1.2,2.07,8.07
2012,DE,THOMAS R. CARPER,KEVIN WADE,0.3035829080461278,DELAWARE,-0.600172973078428,1.17696376885931,-7.0,-1.2,2.07,8.07
2012,FL,BILL NELSON,CONNIE MACK,0.4332735132962603,FLORIDA,-0.619221938272337,0.937098571168401,2.0,-1.2,2.07,8.07
2012,HI,MAZIE K. HIRONO,LINDA LINGLE,0.37398457081928904,HAWAII,-1.3868118888722,0.673113586722049,-20.0,-1.2,2.07,8.07
2012,IN,JOE DONNELLY,RICHARD E. MOURDOCK,0.469446770377033,INDIANA,-1.09062999609982,1.30632323897881,7.0,-1.2,2.07,8.07
2012,ME,CYNTHIA ANN DILL,"CHARLES E. SUMMERS, JR.",0.6986691491052517,MAINE,-1.64074004552476,0.994899242742593,-6.0,-1.2,2.07,8.07
2012,MD,BENJAMIN L. CARDIN,DANIEL JOHN BONGINO,0.31988415180229585,MARYLAND,-0.833094757863646,1.2403875217204,-11.0,-1.2,2.07,8.07
2012,MA,ELIZABETH A. WARREN,SCOTT P. BROWN,0.4622276101209931,MASSACHUSETTS,,0.795738783926807,-10.0,-1.2,2.07,8.07
2012,MI,DEBBIE STABENOW,PETE HOEKSTRA,0.3924723064337189,MICHIGAN,-1.01305937869194,1.19627361259972,-3.0,-1.2,2.07,8.07
2012,MN,AMY KLOBUCHAR,KURT BILLS,0.31880697973127586,MINNESOTA,-1.20428424959727,1.48251732956514,-2.0,-1.2,2.07,8.07
2012,MS,"ALBERT N. GORE, JR.",ROGER F. WICKER,0.5849724629521397,MISSISSIPPI,,1.05031043643791,8.0,-1.2,2.07,8.07
2012,MO,CLAIRE MCCASKILL,W. TODD AKIN,0.41642216254134307,MISSOURI,-1.15698765235104,1.20136162794658,7.0,-1.2,2.07,8.07
2012,MT,JON TESTER,DENNY REHBERG,0.48010454143125764,MONTANA,-1.22480287371856,1.05906304412914,9.0,-1.2,2.07,8.07
2012,NE,BOB KERREY,DEB FISCHER,0.5777443277215016,NEBRASKA,-0.766927054714061,1.15712855706694,13.0,-1.2,2.07,8.07
2012,NV,SHELLEY BERKLEY,DEAN HELLER,0.5064045252153284,NEVADA,-0.786757705519048,0.799824575245264,-1.0,-1.2,2.07,8.07
2012,NJ,ROBERT MENENDEZ,JOE KYRILLOS,0.40079838080992064,NEW JERSEY,-0.647885373686343,0.404757861224829,-7.0,-1.2,2.07,8.07
2012,NM,MARTIN HEINRICH,HEATHER A. WILSON,0.47024205564562227,NEW MEXICO,-1.41588721475608,0.761232687775886,-3.0,-1.2,2.07,8.07
2012,NY,KIRSTEN E. GILLIBRAND,WENDY LONG,0.2552192279630444,NEW YORK,-1.13317624803011,1.02582120091976,-12.0,-1.2,2.07,8.07
2012,ND,HEIDI HEITKAMP,RICK BERG,0.4954087409066173,NORTH DAKOTA,-1.50491382526947,1.27912705502349,12.0,-1.2,2.07,8.07
2012,OH,SHERROD BROWN,JOSH MANDEL,0.46855014290930175,OHIO,-1.07872193776882,0.863467011950884,0.0,-1.2,2.07,8.07
2012,PA,"ROBERT P. CASEY, JR.",TOM SMITH,0.45369022959242716,PENNSYLVANIA,-0.890340380939301,1.08609728688612,-1.0,-1.2,2.07,8.07
2012,RI,SHELDON WHITEHOUSE,BENJAMIN BARRETT HINCKLEY III,0.35043714170676993,RHODE ISLAND,-1.05180530408181,0.827112840440121,-12.0,-1.2,2.07,8.07
2012,TN,MARK E. CLAYTON,BOB CORKER,0.6809320511226876,TENNESSEE,,1.00086807704696,12.0,-1.2,2.07,8.07
2012,TX,PAUL SADLER,TED CRUZ,0.5815454854078499,TEXAS,-0.604523863015401,1.28471927934808,10.0,-1.2,2.07,8.07
2012,UT,SCOTT HOWELL,ORRIN G. HATCH,0.6853788662829176,UTAH,-0.528650998869342,0.550547397613084,27.0,-1.2,2.07,8.07
2012,VA,TIMOTHY M. KAINE,GEORGE F. ALLEN,0.4704230599094901,VIRGINIA,-1.0841580534726,0.966838778322065,0.0,-1.2,2.07,8.07
2012,WA,MARIA CANTWELL,MICHAEL BAUMGARTNER,0.3954900881828699,WASHINGTON,-1.13880398627024,1.17156857040528,-6.0,-1.2,2.07,8.07
2012,WV,JOE MANCHIN III,JOHN R. RAESE,0.3758274346987989,WEST VIRGINIA,-0.18909872380641,1.03478195587039,16.0,-1.2,2.07,8.07
2012,WI,TAMMY BALDWIN,TOMMY G. THOMPSON,0.47147849673582193,WISCONSIN,-1.60608288700431,1.01657615842268,-2.0,-1.2,2.07,8.07
2012,WY,TIM CHESNUT,JOHN BARRASSO,0.7774825932034801,WYOMING,,0.870032976638066,23.0,-1.2,2.07,8.07
